time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-09-22T20:13:43.928Z,-14.9991,-173.7841,35,4.5,mb,23,100,2.221,1.03,us,us7000ngl9,2024-09-29T14:19:19.040Z,"105 km N of Hihifo, Tonga",earthquake,13.7,1.917,0.15,13,reviewed,us,us
2024-09-22T19:42:33.583Z,-19.5079,-66.678,257.208,4.9,mww,67,43,2.414,0.93,us,us6000ntqk,2024-10-04T16:21:18.005Z,"67 km S of Challapata, Bolivia",earthquake,7.07,5.9,0.071,19,reviewed,us,us
2024-09-22T18:46:38.394Z,-32.0284,-71.5608,53.804,5,mwr,84,69,0.498,0.69,us,us6000ntqb,2024-10-08T16:44:46.325Z,"56 km NNW of La Ligua, Chile",earthquake,4.7,5.156,0.045,48,reviewed,us,us
2024-09-22T12:43:35.055Z,37.7656,57.4138,10,4.8,mb,83,103,0.58,1.08,us,us6000ntp4,2024-10-01T12:24:01.040Z,"33 km NNE of Bojnūrd, Iran",earthquake,8.37,1.889,0.067,73,reviewed,us,us
2024-09-22T12:23:14.854Z,44.5285,17.63,14.197,4.6,mb,66,25,0.387,0.86,us,us6000ntnz,2024-10-01T11:38:17.040Z,"8 km ESE of Maslovare, Bosnia and Herzegovina",earthquake,1.8,4.639,0.092,35,reviewed,us,us
2024-09-22T10:57:36.722Z,-31.8874,-67.0955,119.95,4.5,mb,52,43,1.396,0.63,us,us6000ntnn,2024-10-01T11:03:29.040Z,"105 km NW of Villa General Roca, Argentina",earthquake,8.03,7.504,0.115,22,reviewed,us,us
2024-09-22T09:50:25.984Z,40.2978,24.2426,10,4.8,mb,103,31,2.341,0.8,us,us6000ntn7,2024-10-01T10:53:50.058Z,"4 km N of Karyes, Greece",earthquake,5.32,1.769,0.062,80,reviewed,us,us
2024-09-22T08:43:08.789Z,-41.2829,-87.9373,10,5.3,mww,64,96,10.508,1.31,us,us6000ntmw,2024-09-22T09:04:28.040Z,"West Chile Rise",earthquake,10.86,1.873,0.062,25,reviewed,us,us
2024-09-22T02:25:47.465Z,13.1845,-89.3949,75.266,5.1,mww,93,110,0.47,1.24,us,us6000ntl2,2024-09-23T17:09:56.040Z,"34 km SSW of La Libertad, El Salvador",earthquake,6.62,5.395,0.058,29,reviewed,us,us
2024-09-21T23:58:45.741Z,37.6193,57.356,10,4.6,mb,45,103,0.678,0.78,us,us6000ntkf,2024-09-22T13:16:29.546Z,"16 km N of Bojnūrd, Iran",earthquake,6.35,1.901,0.085,41,reviewed,us,us
2024-09-21T21:24:27.190Z,-31.9213,-66.794,130.391,6,mww,130,41,1.654,0.99,us,us6000ntjh,2024-10-07T20:24:13.482Z,"88 km NNW of Villa General Roca, Argentina",earthquake,8.14,5.144,0.03,104,reviewed,us,us
2024-09-21T19:54:45.397Z,18.1125,-101.0743,71.333,4.7,mb,87,183,1.533,0.86,us,us6000ntiy,2024-09-21T22:34:14.809Z,"22 km SW of Placeres del Oro, Mexico",earthquake,4.76,8.368,0.029,350,reviewed,us,us
2024-09-21T17:21:18.704Z,51.2127,-178.4821,40.082,5.4,mww,328,34,0.4,0.97,us,us6000ntia,2024-10-10T17:31:26.741Z,"147 km WSW of Adak, Alaska",earthquake,3.73,3.963,0.043,53,reviewed,us,us
2024-09-21T16:41:36.538Z,10.6082,91.6041,10,4.9,mb,120,49,7.52,0.76,us,us6000nti2,2024-09-24T14:19:20.040Z,"171 km SW of Port Blair, India",earthquake,8.64,1.836,0.055,109,reviewed,us,us
2024-09-21T14:42:44.531Z,36.1129,70.8054,112.973,4.5,mb,48,80,2.916,0.94,us,us6000nthh,2024-09-27T16:31:46.040Z,"77 km N of Pārūn, Afghanistan",earthquake,7.56,7.278,0.065,70,reviewed,us,us
2024-09-21T13:14:00.993Z,24.3065,141.4191,121.723,4.5,mb,37,110,2.862,0.77,us,us6000nth2,2024-09-27T19:17:12.040Z,"Volcano Islands, Japan region",earthquake,8.67,6.515,0.082,43,reviewed,us,us
2024-09-21T10:51:08.587Z,24.2283,121.6792,28.641,4.8,mwr,73,63,0.094,0.91,us,us6000ntgm,2024-09-22T00:47:10.030Z,"28 km NNE of Hualien City, Taiwan",earthquake,3.63,4.31,0.061,26,reviewed,us,us
2024-09-21T02:32:17.280Z,-29.039,-176.5546,10,5.6,mww,60,51,1.215,1.36,us,us6000ntf1,2024-10-08T16:06:45.175Z,"Kermadec Islands region",earthquake,11.01,1.81,0.08,15,reviewed,us,us
2024-09-20T23:26:16.860Z,-8.4187,115.3556,10,4.6,mb,23,58,1.192,1.26,us,us6000ntee,2024-09-22T13:46:56.060Z,"11 km NW of Banjar Wangsian, Indonesia",earthquake,7.8,1.899,0.125,19,reviewed,us,us
2024-09-20T23:11:44.286Z,-31.3097,-68.686,108.782,4.6,mb,75,45,0.235,0.71,us,us6000nteb,2024-09-20T23:32:56.040Z,"20 km NW of Albardón, Argentina",earthquake,6.47,4.524,0.078,49,reviewed,us,us
2024-09-20T21:16:37.232Z,28.2031,57.0941,48.169,4.5,mb,70,109,3.341,0.89,us,us6000ntdx,2024-09-20T21:55:00.040Z,"117 km E of Ḩājjīābād, Iran",earthquake,11.41,11.02,0.065,68,reviewed,us,us
2024-09-20T21:05:35.547Z,-32.8844,-177.2179,10,4.5,mb,18,206,3.661,0.97,us,us6000ntdu,2024-09-20T21:47:18.040Z,"south of the Kermadec Islands",earthquake,12.5,1.999,0.156,12,reviewed,us,us
2024-09-20T17:31:23.709Z,22.0571,144.3618,54.97,4.9,mb,119,83,5.393,0.63,us,us6000ntca,2024-09-20T18:32:15.040Z,"Volcano Islands, Japan region",earthquake,9.05,6.653,0.053,116,reviewed,us,us
2024-09-20T17:02:08.998Z,-57.9268,-25.6305,91.488,4.7,mb,53,69,7.083,0.6,us,us6000ntcq,2024-09-20T19:15:43.040Z,"South Sandwich Islands region",earthquake,7.01,5.5,0.097,32,reviewed,us,us
2024-09-20T16:44:46.468Z,-18.3588,-177.7407,628.362,4.6,mb,40,58,3.984,0.76,us,us6000ntbr,2024-09-27T19:23:28.040Z,"Fiji region",earthquake,11.75,7.989,0.08,47,reviewed,us,us
2024-09-20T15:39:58.824Z,-12.8881,67.0372,10,4.5,mb,15,134,7.616,0.65,us,us6000nu3f,2024-09-27T16:42:37.040Z,"Mid-Indian Ridge",earthquake,12.1,1.898,0.191,8,reviewed,us,us
2024-09-20T14:47:06.640Z,-6.8973,155.3986,70.743,4.7,mb,38,94,5.162,0.63,us,us6000ntae,2024-10-01T09:33:40.040Z,"64 km S of Panguna, Papua New Guinea",earthquake,11.18,7.468,0.061,81,reviewed,us,us
2024-09-20T12:22:20.612Z,33.2658,132.2769,50.772,4.9,mb,83,56,1.415,0.86,us,us6000nt9k,2024-10-01T07:51:24.040Z,"25 km SW of Yawatahama, Japan",earthquake,5.98,6.706,0.037,241,reviewed,us,us
2024-09-20T10:51:55.008Z,-17.5802,-172.4362,10,5.2,mb,35,89,2.809,0.99,us,us6000nt99,2024-09-20T11:12:04.040Z,"202 km NE of Neiafu, Tonga",earthquake,7.59,1.895,0.097,35,reviewed,us,us
2024-09-20T09:30:28.269Z,-23.505,170.9479,10,4.7,mb,31,113,3.345,0.95,us,usd0011v12,2024-09-20T10:28:14.040Z,"southeast of the Loyalty Islands",earthquake,11.31,1.915,0.112,24,reviewed,us,us
2024-09-20T06:15:55.461Z,52.7833,160.3067,44.646,4.7,mb,64,137,1.032,0.61,us,us6000nt8e,2024-09-20T06:38:50.040Z,"117 km ESE of Petropavlovsk-Kamchatsky, Russia",earthquake,10.33,6.534,0.047,138,reviewed,us,us
2024-09-20T05:13:42.856Z,23.4315,142.4829,97.302,5.2,mww,68,79,3.658,0.94,us,us6000nt84,2024-09-20T05:31:32.040Z,"Volcano Islands, Japan region",earthquake,9.15,4.786,0.078,16,reviewed,us,us
2024-09-20T02:10:17.344Z,-21.3095,-68.8202,103.555,4.5,mb,47,61,0.624,1.14,us,us6000nt79,2024-09-20T02:39:44.040Z,"59 km W of Ollagüe, Chile",earthquake,6.52,6.404,0.088,38,reviewed,us,us
2024-09-20T00:45:29.473Z,-20.0304,-173.7944,10,4.6,mb,30,116,1.74,0.61,us,us6000nu31,2024-10-02T02:18:01.040Z,"63 km ESE of Fangale’ounga, Tonga",earthquake,8.25,1.545,0.145,14,reviewed,us,us
2024-09-20T00:35:15.505Z,-22.5501,-179.5968,558.568,4.5,mb,48,91,4.306,0.81,us,us6000nt6y,2024-10-01T05:22:28.040Z,"south of the Fiji Islands",earthquake,13.34,7.185,0.039,188,reviewed,us,us
2024-09-19T23:45:59.283Z,-17.9858,-174.4221,108.596,4.5,mb,45,75,4.4,0.55,us,us6000nt6a,2024-09-24T01:06:26.040Z,"87 km NNW of Neiafu, Tonga",earthquake,10.41,5.782,0.093,34,reviewed,us,us
2024-09-19T22:31:39.087Z,20.781,146.131,37.174,4.5,mb,61,95,5.519,0.77,us,us6000ntw4,2024-09-24T01:00:46.040Z,"Mariana Islands region",earthquake,11.23,6.691,0.087,39,reviewed,us,us
2024-09-19T17:08:41.733Z,-7.2967,156.0739,65.714,4.9,mb,65,63,4.384,0.76,us,us6000nt3e,2024-09-29T16:54:14.040Z,"123 km NW of Gizo, Solomon Islands",earthquake,10.51,7.108,0.055,105,reviewed,us,us
2024-09-19T16:14:17.087Z,0.7959,98.8208,86.281,4.9,mb,62,71,1.888,0.81,us,us6000nt31,2024-09-27T19:28:42.040Z,"81 km SW of Padangsidempuan, Indonesia",earthquake,9.45,6.288,0.055,104,reviewed,us,us
2024-09-19T10:17:52.738Z,-5.6036,82.6218,10.916,5.1,mb,84,45,11.361,0.83,us,us6000nt14,2024-09-19T10:39:44.040Z,"South Indian Ocean",earthquake,9.81,2.15,0.061,86,reviewed,us,us
2024-09-19T09:18:10.282Z,35.6655,140.9251,43.764,4.6,mb,37,119,2.367,1.65,us,us6000nt0t,2024-09-19T11:13:06.040Z,"11 km SE of Hasaki, Japan",earthquake,7.18,7.662,0.105,27,reviewed,us,us
2024-09-19T08:41:00.245Z,-5.5393,147.4772,185.308,5.6,mww,79,68,3.474,0.63,us,us6000nt0l,2024-09-20T08:44:11.649Z,"119 km NNW of Finschhafen, Papua New Guinea",earthquake,7.38,5.144,0.073,18,reviewed,us,us
2024-09-19T07:57:04.145Z,2.3634,128.8052,16.308,4.6,mb,26,82,2.137,0.74,us,us6000ntvl,2024-10-10T12:41:57.005Z,"112 km NE of Tobelo, Indonesia",earthquake,10.03,4.823,0.132,17,reviewed,us,us
2024-09-19T07:47:26.751Z,2.3789,128.4621,41.584,5.1,mb,30,82,1.936,0.81,us,us6000ntvt,2024-10-10T12:30:36.005Z,"87 km NE of Tobelo, Indonesia",earthquake,11.43,7.061,0.121,22,reviewed,us,us
2024-09-19T07:45:35.941Z,2.1851,128.6573,44.036,5.2,mww,153,76,1.907,0.6,us,us6000nt0c,2024-10-10T12:16:22.806Z,"88 km NE of Tobelo, Indonesia",earthquake,7.36,6.415,0.093,11,reviewed,us,us
2024-09-19T05:20:57.102Z,10.461,91.6084,10,5.2,mww,170,45,7.415,0.49,us,us6000nszv,2024-10-08T17:47:09.892Z,"182 km SW of Port Blair, India",earthquake,7.6,1.829,0.071,19,reviewed,us,us
2024-09-19T04:10:22.204Z,-27.5372,-176.415,39.73,4.7,mb,32,115,2.162,0.53,us,us6000ntvk,2024-09-29T04:17:17.040Z,"Kermadec Islands region",earthquake,13.61,7.426,0.102,29,reviewed,us,us
2024-09-19T04:08:19.374Z,2.2683,122.7285,468.431,4.5,mb,54,69,2.26,0.7,us,us6000nszk,2024-09-19T04:23:54.040Z,"194 km N of Gorontalo, Indonesia",earthquake,11.11,3.753,0.086,40,reviewed,us,us
2024-09-19T04:01:59.772Z,-27.2853,-176.4398,27.531,4.7,mb,31,114,2.353,0.81,us,us6000ntvj,2024-09-29T03:57:20.040Z,"Kermadec Islands region",earthquake,9.16,5.651,0.108,26,reviewed,us,us
2024-09-19T03:32:12.175Z,-43.8457,39.0093,10,4.6,mb,14,108,18.288,0.46,us,us6000ntvn,2024-09-29T04:22:42.040Z,"Prince Edward Islands region",earthquake,15.87,1.918,0.151,13,reviewed,us,us
2024-09-18T21:33:31.334Z,41.6677,142.7353,54.256,4.5,mb,49,133,0.469,0.92,us,us6000nsyq,2024-09-18T21:47:59.040Z,"53 km SSW of Honchō, Japan",earthquake,6.84,7.059,0.079,47,reviewed,us,us
2024-09-18T20:45:50.885Z,43.2745,146.1205,82.563,4.7,mb,127,82,2.523,0.7,us,us6000nsyd,2024-09-22T21:30:46.040Z,"44 km E of Nemuro, Japan",earthquake,7.94,5.161,0.032,291,reviewed,us,us
2024-09-18T20:29:30.447Z,-22.7381,171.5682,9.895,4.5,mb,21,182,3.809,0.53,us,us6000ntb9,2024-09-22T21:06:33.040Z,"southeast of the Loyalty Islands",earthquake,8.69,5.786,0.163,11,reviewed,us,us
2024-09-18T19:52:05.650Z,37.6369,71.6406,42.012,4.7,mb,88,39,1.842,0.58,us,us6000nsxt,2024-09-22T20:32:20.040Z,"18 km NNE of Khorugh, Tajikistan",earthquake,7.4,5.423,0.054,102,reviewed,us,us
2024-09-18T15:09:54.084Z,23.9553,122.472,34.195,4.6,mwr,68,89,0.709,0.96,us,us6000nsw5,2024-09-18T15:43:28.040Z,"78 km SW of Yonakuni, Japan",earthquake,4.94,4.495,0.075,17,reviewed,us,us
2024-09-18T13:15:45.522Z,29.7667,131.9853,10,4.6,mb,34,114,2.182,0.5,us,us6000ntb1,2024-09-25T06:22:57.040Z,"143 km SE of Nishinoomote, Japan",earthquake,4.92,1.885,0.141,15,reviewed,us,us
2024-09-18T12:08:15.514Z,31.9045,117.5888,10,4.9,mb,62,63,7.446,0.44,us,us6000nsvh,2024-10-08T16:45:43.606Z,"29 km E of Hefei, China",earthquake,7.88,1.751,0.087,41,reviewed,us,us
2024-09-18T11:59:05.066Z,-27.3318,-176.5097,10,4.6,mb,22,147,2.28,0.69,us,us6000ntb6,2024-10-06T12:26:11.005Z,"Kermadec Islands region",earthquake,13.92,1.922,0.129,18,reviewed,us,us
2024-09-18T11:55:03.911Z,-27.2463,-176.755,10,5,mb,26,135,2.244,0.6,us,us6000ntbq,2024-10-06T12:22:40.005Z,"Kermadec Islands region",earthquake,12.08,1.716,0.13,19,reviewed,us,us
2024-09-18T11:53:53.855Z,-27.4225,-176.6924,17,5.7,mww,79,66,2.118,0.75,us,us6000nsve,2024-10-08T17:43:19.994Z,"Kermadec Islands region",earthquake,11.4,1.849,0.071,19,reviewed,us,us
2024-09-18T11:30:25.726Z,-7.4991,126.2869,10,4.5,mb,19,77,4.166,1.29,us,us6000ntay,2024-10-06T12:00:48.005Z,"109 km N of Baukau, Timor Leste",earthquake,6.44,1.874,0.171,10,reviewed,us,us
2024-09-18T11:26:56.937Z,-22.3871,171.5669,109.513,4.5,mb,23,117,3.817,0.56,us,us6000ntax,2024-10-06T06:42:37.005Z,"southeast of the Loyalty Islands",earthquake,10.71,6.979,0.14,15,reviewed,us,us
2024-09-18T09:01:59.011Z,31.6965,141.6744,29.458,4.5,mb,36,121,2.116,0.66,us,us6000nsv4,2024-10-06T06:38:29.005Z,"Izu Islands, Japan region",earthquake,9.69,5.878,0.131,17,reviewed,us,us
2024-09-18T07:52:29.207Z,5.1823,-82.6363,10,4.7,mb,72,73,4.098,1.58,us,us6000nsuw,2024-09-18T08:28:14.040Z,"south of Panama",earthquake,7.33,1.901,0.038,211,reviewed,us,us
2024-09-18T03:46:53.091Z,11.61,144.4767,10,4.5,mb,25,145,2.004,0.43,us,us6000ntas,2024-09-22T22:07:44.040Z,"184 km S of Merizo Village, Guam",earthquake,9.72,1.9,0.144,14,reviewed,us,us
2024-09-18T02:49:20.091Z,-33.3722,-179.0989,35,4.5,mb,27,113,4.22,0.8,us,us6000ntar,2024-09-22T21:13:55.040Z,"south of the Kermadec Islands",earthquake,9.16,1.904,0.145,14,reviewed,us,us
2024-09-18T02:41:06.667Z,-7.2397,107.5693,10,5.1,mww,91,33,0.235,0.82,us,us6000nsu0,2024-09-22T20:53:07.043Z,"16 km ESE of Banjar, Indonesia",earthquake,5.45,1.756,0.11,8,reviewed,us,us
2024-09-18T00:25:13.808Z,-25.7298,47.2709,10,5.2,mb,73,53,6.68,0.94,us,us6000nstp,2024-09-18T10:21:25.177Z,"82 km SSE of Tôlanaro, Madagascar",earthquake,10.16,1.856,0.071,65,reviewed,us,us
2024-09-17T21:53:20.457Z,12.8216,-44.6485,10,4.5,mb,11,204,11,0.81,us,us6000nt2u,2024-09-22T03:25:17.040Z,"northern Mid-Atlantic Ridge",earthquake,9.36,2.004,0.181,9,reviewed,us,us
2024-09-17T18:31:57.014Z,-8.1469,147.3166,14.709,4.6,mb,42,117,1.259,0.64,us,us6000nss3,2024-09-22T18:33:52.040Z,"93 km NNW of Kokoda, Papua New Guinea",earthquake,7.67,4.674,0.107,26,reviewed,us,us
2024-09-17T17:22:07.273Z,-24.5594,-13.6005,10,4.9,mb,35,51,28.175,0.73,us,us6000nsrp,2024-09-19T21:49:22.040Z,"southern Mid-Atlantic Ridge",earthquake,12.18,1.812,0.108,27,reviewed,us,us
2024-09-17T14:28:05.887Z,37.6376,71.6502,46.197,4.7,mb,196,41,1.841,0.72,us,us7000neha,2024-09-17T16:00:36.040Z,"18 km NNE of Khorugh, Tajikistan",earthquake,5.59,5.216,0.042,174,reviewed,us,us
2024-09-17T14:23:16.325Z,-2.7416,141.9235,18.868,4.9,mb,43,53,1.24,0.62,us,us7000neh9,2024-09-17T17:32:29.040Z,"64 km NW of Aitape, Papua New Guinea",earthquake,5.52,4.544,0.091,42,reviewed,us,us
2024-09-17T12:09:47.235Z,8.7365,126.3825,40.922,4.6,mb,71,105,1.837,0.44,us,us6000nt2h,2024-09-24T11:59:34.040Z,"12 km SE of Marihatag, Philippines",earthquake,10.28,6.909,0.071,60,reviewed,us,us
2024-09-17T11:56:27.300Z,55.7366,161.3732,105.305,4.8,mb,134,93,3.151,0.87,us,us7000negt,2024-09-17T12:32:12.040Z,"72 km SSE of Klyuchi, Russia",earthquake,9.16,6.903,0.025,484,reviewed,us,us
2024-09-17T09:00:39.071Z,-30.7782,-178.5325,112.256,5,mb,30,127,1.602,1.39,us,us7000neg5,2024-09-17T09:19:46.040Z,"Kermadec Islands, New Zealand",earthquake,14.39,9.524,0.103,30,reviewed,us,us
2024-09-17T08:35:00.374Z,-54.56,158.7145,10,4.8,mb,31,122,0.145,0.77,us,us7000neg0,2024-09-17T09:24:47.040Z,"Macquarie Island region",earthquake,10.62,1.848,0.116,23,reviewed,us,us
2024-09-17T08:33:00.573Z,43.6579,88.0798,10,4.9,mb,80,45,4.423,1.15,us,us7000nefx,2024-09-17T09:10:51.040Z,"41 km ESE of Ürümqi, China",earthquake,8.3,1.885,0.056,124,reviewed,us,us
2024-09-17T06:40:58.293Z,-5.0024,129.9207,119.626,5.1,mb,12,186,0.477,0.45,us,us6000nt2p,2024-09-21T09:06:22.040Z,"214 km SSE of Amahai, Indonesia",earthquake,9.66,14.837,0.201,8,reviewed,us,us
2024-09-17T04:54:17.783Z,-23.0912,169.9188,10,4.6,mb,30,142,2.33,0.7,us,us7000neex,2024-09-20T04:31:17.040Z,"252 km E of Vao, New Caledonia",earthquake,10.26,1.891,0.126,19,reviewed,us,us
2024-09-17T04:22:58.135Z,8.9213,90.5837,10,4.6,mb,39,103,9.713,0.6,us,us6000nt2g,2024-09-20T03:15:31.040Z,"Nicobar Islands, India region",earthquake,5.63,1.854,0.141,15,reviewed,us,us
2024-09-17T04:13:32.094Z,9.6569,126.5963,35,4.9,mb,77,37,2.76,0.59,us,us7000neel,2024-09-20T03:02:01.040Z,"54 km ESE of Union, Philippines",earthquake,9.18,1.795,0.059,92,reviewed,us,us
2024-09-17T02:55:13.291Z,-2.9031,141.8699,35,4.9,mb,48,78,1.228,0.69,us,us7000nee1,2024-09-20T02:06:00.040Z,"59 km WNW of Aitape, Papua New Guinea",earthquake,9.15,1.859,0.086,42,reviewed,us,us
2024-09-17T02:03:31.930Z,46.2028,152.4922,35,4.5,mb,27,180,7.691,0.42,us,us6000nt27,2024-09-20T00:31:47.040Z,"Kuril Islands",earthquake,12.09,1.981,0.15,13,reviewed,us,us
2024-09-17T01:31:16.551Z,-25.6798,-179.607,447.127,4.7,mb,68,76,3.852,0.81,us,us7000nedh,2024-09-19T23:19:47.040Z,"south of the Fiji Islands",earthquake,12.02,6.313,0.058,91,reviewed,us,us
2024-09-17T00:49:42.183Z,32.411,-102.057,6.1279,5.1,ml,24,38,0,0.1,tx,tx2024shcj,2024-10-09T00:59:56.731Z,"2024 North of Tarzan, Texas Earthquake",earthquake,0.39816164788025,1.1197002263205,0.2,36,reviewed,tx,tx
2024-09-17T00:28:05.448Z,-5.4609,152.8348,20.342,4.9,mb,51,89,6.856,0.93,us,us7000necu,2024-09-17T01:16:26.040Z,"138 km SSE of Kokopo, Papua New Guinea",earthquake,11.84,5.829,0.077,53,reviewed,us,us
2024-09-16T23:41:58.093Z,-18.8622,-69.4969,111.696,4.5,mb,29,98,0.524,0.87,us,us7000necn,2024-09-16T23:56:22.040Z,"50 km N of Camiña, Chile",earthquake,5.17,6.425,0.124,19,reviewed,us,us
2024-09-16T18:42:47.641Z,-23.5277,-179.9046,524.158,4.5,mb,48,64,5.052,0.99,us,us7000neat,2024-10-04T16:55:08.783Z,"south of the Fiji Islands",earthquake,13.85,8.067,0.082,44,reviewed,us,us
2024-09-16T18:13:02.065Z,52.5116,-178.9489,249.13,4.6,mb,65,47,0.699,0.71,us,us7000neam,2024-10-04T16:37:19.005Z,"173 km WNW of Adak, Alaska",earthquake,9.44,5.697,0.046,141,reviewed,us,us
2024-09-16T18:11:59.626Z,12.9863,144.1792,10,4.9,mww,51,92,2.727,0.6,us,us7000nean,2024-10-08T16:40:41.170Z,"61 km WSW of Merizo Village, Guam",earthquake,8.8,1.877,0.086,13,reviewed,us,us
2024-09-16T16:53:09.977Z,-2.4802,138.9879,32.827,4.9,mb,65,60,1.714,0.79,us,us7000nea5,2024-09-26T17:01:19.040Z,"183 km W of Abepura, Indonesia",earthquake,7.59,4.723,0.068,68,reviewed,us,us
2024-09-16T16:01:20.189Z,52.3018,-173.8357,89.858,4.5,mb,118,108,0.139,0.59,us,us7000ne9g,2024-09-26T16:28:02.778Z,"27 km ENE of Atka, Alaska",earthquake,8.58,2.925,0.041,172,reviewed,us,us
2024-09-16T14:40:21.768Z,45.5663,26.2679,132.923,5.2,mww,164,19,0.239,0.95,us,us7000ne92,2024-10-10T20:01:41.580Z,"8 km N of Cașoca, Romania",earthquake,6.19,3.633,0.053,34,reviewed,us,us
2024-09-16T14:25:40.327Z,31.6066,131.7437,10,4.8,mb,74,89,1.106,0.89,us,us7000ne90,2024-09-26T15:47:49.483Z,"35 km E of Nichinan, Japan",earthquake,6.29,1.849,0.067,69,reviewed,us,us
2024-09-16T14:20:27.645Z,-5.6992,150.3637,112.288,4.5,mb,34,81,2.158,0.98,us,us7000ng9d,2024-09-26T15:42:32.040Z,"29 km ESE of Kimbe, Papua New Guinea",earthquake,6.13,6.551,0.116,22,reviewed,us,us
2024-09-16T14:13:47.647Z,31.6491,131.7649,18.134,5.5,mww,126,43,1.129,1.12,us,us7000ne8y,2024-10-07T19:17:05.426Z,"38 km E of Nichinan, Japan",earthquake,5.2,3.289,0.098,10,reviewed,us,us
2024-09-16T13:47:39.536Z,0.4987,126.744,68.067,4.5,mb,21,67,0.679,1.33,us,us7000ng9c,2024-09-26T15:05:15.040Z,"78 km WSW of Ternate, Indonesia",earthquake,8.05,7.824,0.191,9,reviewed,us,us
2024-09-16T13:00:03.417Z,1.0101,127.7888,35,4.6,mb,24,99,0.484,0.66,us,us7000ng9b,2024-10-10T20:01:02.040Z,"39 km NE of Sofifi, Indonesia",earthquake,10.66,1.932,0.122,20,reviewed,us,us
2024-09-16T11:36:34.522Z,17.1539,147.2254,31,6.3,mww,134,33,2.35,1.11,us,us7000ne84,2024-10-08T11:46:37.141Z,"266 km NE of Saipan, Northern Mariana Islands",earthquake,8.58,1.878,0.043,52,reviewed,us,us
2024-09-16T10:23:39.542Z,-41.2291,-91.0118,10,5,mb,50,106,13.355,1.03,us,us7000ne7v,2024-09-16T10:44:07.040Z,"southeast of Easter Island",earthquake,12.93,1.886,0.045,159,reviewed,us,us
2024-09-16T05:12:18.097Z,-20.7996,169.3861,24.669,5.4,mww,61,72,2.551,0.99,us,us7000ne6s,2024-09-17T05:16:49.871Z,"139 km S of Isangel, Vanuatu",earthquake,9.45,5.124,0.069,20,reviewed,us,us
2024-09-16T04:37:33.594Z,-21.8117,169.4533,10,4.5,mb,27,115,2.023,0.55,us,us7000ng94,2024-10-02T03:33:21.040Z,"165 km E of Tadine, New Caledonia",earthquake,6.08,1.838,0.156,12,reviewed,us,us
2024-09-16T04:31:12.323Z,47.6052,154.1903,35,4.6,mb,69,104,5.948,0.46,us,us7000ne6i,2024-10-02T03:24:55.040Z,"Kuril Islands",earthquake,10.54,1.874,0.055,98,reviewed,us,us
2024-09-16T03:47:41.378Z,15.3738,145.9641,107.002,4.6,mb,43,49,0.215,0.61,us,us7000ne6d,2024-10-02T03:18:45.310Z,"28 km NE of Saipan, Northern Mariana Islands",earthquake,12.03,3.822,0.058,90,reviewed,us,us
2024-09-16T03:29:07.348Z,12.4664,123.5979,10,4.9,mww,55,107,15.035,0.79,us,us7000ne6b,2024-10-02T03:11:50.105Z,"6 km NNE of Bulo, Philippines",earthquake,12.78,1.837,0.11,8,reviewed,us,us
2024-09-16T01:43:25.217Z,51.3979,-130.841,10,4.7,mwr,81,151,0.923,0.76,us,us7000ne5y,2024-10-02T02:52:33.446Z,"278 km WNW of Port McNeill, Canada",earthquake,4.92,1.851,0.078,16,reviewed,us,us
2024-09-15T22:22:48.323Z,51.5827,-130.6302,6.037,6.5,mww,173,40,0.793,0.6,us,us7000ne51,2024-10-08T17:17:31.290Z,"271 km WNW of Port McNeill, Canada",earthquake,3.98,2.853,0.025,150,reviewed,us,us
2024-09-15T20:56:52.216Z,-48.2796,107.113,10,4.5,mb,34,82,17.129,0.52,us,us7000ng8v,2024-09-27T15:15:56.040Z,"southeast Indian Ridge",earthquake,8.91,1.85,0.103,28,reviewed,us,us
2024-09-15T16:59:14.768Z,-26.4179,-175.4903,10,4.7,mb,27,76,3.549,1.09,us,us7000ng8x,2024-09-26T16:05:53.040Z,"south of Tonga",earthquake,10.58,1.861,0.123,22,reviewed,us,us
2024-09-15T13:08:08.287Z,1.3429,118.4805,6.526,5.5,mww,91,58,2.312,0.83,us,us7000ne1t,2024-10-07T19:06:45.684Z,"173 km NE of Bontang, Indonesia",earthquake,6.47,3.116,0.052,35,reviewed,us,us
2024-09-15T12:57:20.577Z,-15.6165,-70.2045,225.926,4.5,mb,29,147,2.081,1.25,us,us7000ne1s,2024-09-29T09:05:30.040Z,"9 km NW of Atuncolla, Peru",earthquake,9.11,5.578,0.132,17,reviewed,us,us
2024-09-15T12:41:03.320Z,52.1035,-179.7526,169.614,5,mww,258,49,0.396,0.93,us,us7000ne1l,2024-10-10T12:51:11.400Z,"215 km W of Adak, Alaska",earthquake,6.93,3.428,0.05,38,reviewed,us,us
2024-09-15T12:35:18.086Z,-2.7429,141.8242,11.477,4.5,mb,27,59,1.143,1.1,us,us7000ne1k,2024-09-29T08:48:01.040Z,"58 km E of Vanimo, Papua New Guinea",earthquake,7.17,4.932,0.128,19,reviewed,us,us
